bill_id,state,bill_number,year,session_title,status_desc,status_date,last_action_date,last_action,committee,direction_heuristic,title,description,url
230160,AK,HB77,2011,2011-2012 Regular Session,Introduced,2011-01-18,2012-01-23,COSPONSOR(S): PETERSEN,State Affairs,opens,Nonpartisan Blanket Primary Election,An Act establishing a top two nonpartisan blanket primary election system for elective state executive and state and national legislative offices; changing appointment procedures relating to precinct ,https://legiscan.com/AK/bill/HB77/2011
312700,AK,HB225,2011,2011-2012 Regular Session,In Senate Committee,2011-04-04,2011-04-04,REFERRED TO STATE AFFAIRS,State Affairs,opens,Nonpartisan Blanket Primary Election,An Act establishing a top two nonpartisan blanket primary election system for elective state executive and state and national legislative offices; changing appointment procedures relating to precinct ,https://legiscan.com/AK/bill/HB225/2011
445263,AK,HB13,2013,2013-2014 Regular Session,Introduced,2013-01-16,2014-03-10,COSPONSOR(S): KITO III,State Affairs,opens,Nonpartisan Blanket Primary Election,An Act establishing a top two nonpartisan blanket primary election system for elective state executive and state and national legislative offices; changing appointment procedures relating to precinct ,https://legiscan.com/AK/bill/HB13/2013
672685,AK,HB17,2015,2015-2016 Regular Session,In House Committee,2015-01-21,2015-01-21,REFERRED TO STATE AFFAIRS,State Affairs,closes,Nonpartisan Primary Elections,An Act establishing a top two nonpartisan primary election system for elective state executive and state and national legislative offices; repealing the special runoff election for the office of Unite,https://legiscan.com/AK/bill/HB17/2015
1000876,AK,HB200,2017,2017-2018 Regular Session,Introduced,2017-03-29,2017-05-12,COSPONSOR(S): STUTES,State Affairs,closes,Nonpartisan Open Primary Elections,An Act establishing a top two nonpartisan open primary election system for elective state executive and state and national legislative offices; repealing the special runoff election for the office of ,https://legiscan.com/AK/bill/HB200/2017
1646807,AK,HB4,2023,2023-2024 Regular Session,Introduced,2023-01-19,2024-02-05,COSPONSOR(S): CARPENTER,Finance,closes,Elections:repeal Rank Choice/open Primary,An Act relating to elections.,https://legiscan.com/AK/bill/HB4/2023
1057641,AL,HB193,2018,2018 Regular Session,In House Committee,2018-01-11,2018-01-11,"Read for the first time and referred to the House of Representatives committee on Constitution, Campaigns and Elections","Constitution, Campaigns and Elections",opens,"Open Primary elections, system created, qualifications to participate in general election, revised, Sec. 17-13-8.2 added; Secs. 17-13-7.1, 1","Open Primary elections, system created, qualifications to participate in general election, revised, Sec. 17-13-8.2 added; Secs. 17-13-7.1, 17-13-19, 17-13-20, 17-13-21, 17-13-23, 17-13-41, 17-13-101 r",https://legiscan.com/AL/bill/HB193/2018
1056508,AL,SB164,2018,2018 Regular Session,In Senate Committee,2018-01-11,2018-01-11,"Read for the first time and referred to the Senate committee on Constitution, Ethics and Elections","Constitution, Ethics and Elections",opens,"Open Primary elections, system created, qualifications to participate in general election, revised, Sec. 17-13-8.2 added; Secs. 17-13-7.1, 1","Open Primary elections, system created, qualifications to participate in general election, revised, Sec. 17-13-8.2 added; Secs. 17-13-7.1, 17-13-19, 17-13-20, 17-13-21, 17-13-23, 17-13-41, 17-13-101 r",https://legiscan.com/AL/bill/SB164/2018
1060469,AL,HB214,2018,2018 Regular Session,In House Committee,2018-01-16,2018-01-16,"Read for the first time and referred to the House of Representatives committee on Constitution, Campaigns and Elections","Constitution, Campaigns and Elections",opens,"Open primary elections, system created, qualifications to participate in general elections revised, Sec. 17-13-8.2 added; Secs. 17-13-7.1, 1","Open primary elections, system created, qualifications to participate in general elections revised, Sec. 17-13-8.2 added; Secs. 17-13-7.1, 17-13-19, 17-13-20, 17-13-21, 17-13-23, 17-13-41, 17-13-101 r",https://legiscan.com/AL/bill/HB214/2018
525798,AR,HB1743,2013,2013 Regular Session,In House Committee,2013-05-17,2013-05-17,Died in House Committee at Sine Die adjournment.,,opens,To Establish An Open Blanket Primary To Ensure The Election Of The Most Qualified Candidate; And To Reform Election Laws And Procedures To P,To Establish An Open Blanket Primary To Ensure The Election Of The Most Qualified Candidate; And To Reform Election Laws And Procedures To Preserve Public Money And Resources.,https://legiscan.com/AR/bill/HB1743/2013
980041,AR,HB1766,2017,2017 Regular Session,In House Committee,2017-05-01,2017-05-01,Died in House Committee at Sine Die Adjournment,,opens,"To Create ""the Nonpartisan Blanket Primary Act""; To Institute The Nonpartisan Blanket Primary Election System; And To Amend The Arkansas Ele","To Create ""the Nonpartisan Blanket Primary Act""; To Institute The Nonpartisan Blanket Primary Election System; And To Amend The Arkansas Election Code.",https://legiscan.com/AR/bill/HB1766/2017
119935,AZ,HB2638,2010,2010 Regular Session,In Senate Committee,2010-02-08,2010-02-09,Referred to House JUD Committee,Judiciary,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/HB2638/2010
381823,AZ,HCR2050,2012,2012 Regular Session,In Senate Committee,2012-02-01,2012-02-02,Referred to House JUD Committee,Judiciary,opens,Open top two primary elections,Open top two primary elections,https://legiscan.com/AZ/bill/HCR2050/2012
471926,AZ,SB1186,2013,2013 Regular Session,In Senate Committee,2013-01-24,2013-01-28,Referred to Senate ELEC Committee,Elections,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/SB1186/2013
611285,AZ,SB1427,2014,2014 Regular Session,In Senate Committee,2014-02-04,2014-02-05,Referred to Senate ELEC Committee,Elections,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/SB1427/2014
706592,AZ,SB1366,2015,2015 Regular Session,In Senate Committee,2015-02-02,2015-02-03,Referred to Senate GOV Committee,Government Institutions,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/SB1366/2015
802332,AZ,SB1027,2016,2016 Regular Session,In Senate Committee,2016-01-11,2016-01-12,Referred to Senate GOV Committee,Government Institutions,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/SB1027/2016
930432,AZ,HB2350,2017,2017 Regular Session,Introduced,2017-01-26,2017-01-30,House read second time,,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/HB2350/2017
936178,AZ,SB1393,2017,2017 Regular Session,Introduced,2017-01-31,2017-02-01,Senate read second time,,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/SB1393/2017
1037277,AZ,HB2051,2018,2018 Regular Session,Introduced,2018-01-09,2018-01-10,House read second time,,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/HB2051/2018
1052791,AZ,SB1126,2018,2018 Regular Session,Introduced,2018-01-11,2018-01-17,Senate read second time,,opens,Presidential preference election; independent voters.,Presidential preference election; independent voters.,https://legiscan.com/AZ/bill/SB1126/2018
1057509,AZ,HCR2014,2018,2018 Regular Session,Introduced,2018-01-23,2018-01-24,House read second time,,closes,Closed primary elections,Closed primary elections,https://legiscan.com/AZ/bill/HCR2014/2018
1151204,AZ,SB1057,2019,2019 Regular Session,Introduced,2019-01-15,2019-01-16,Senate read second time,,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/SB1057/2019
1327040,AZ,SB1532,2020,2020 Regular Session,Introduced,2020-02-04,2020-02-05,Senate read second time,Judiciary,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/SB1532/2020
1425718,AZ,HB2736,2021,2021 Regular Session,Introduced,2021-02-02,2021-02-03,House read second time,Government & Elections,opens,Presidential preference election; independent voters.,Presidential preference election; independent voters.,https://legiscan.com/AZ/bill/HB2736/2021
1432210,AZ,SB1668,2021,2021 Regular Session,Introduced,2021-02-03,2021-02-04,Senate read second time,Government Institutions,opens,Presidential preference caucuses; independent voters,Presidential preference caucuses; independent voters,https://legiscan.com/AZ/bill/SB1668/2021
1573425,AZ,SB1456,2022,2022 Regular Session,Introduced,2022-01-27,2022-01-31,Senate read second time,Government Institutions,opens,Presidential preference caucuses; independent voters,Presidential preference caucuses; independent voters,https://legiscan.com/AZ/bill/SB1456/2022
1549576,AZ,HB2076,2022,2022 Regular Session,Introduced,2022-06-23,2022-06-23,Introduced in House and read first time,,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/HB2076/2022
1656525,AZ,HB2153,2023,2023 Regular Session,Introduced,2023-01-23,2023-01-24,House read second time,Municipal Oversight & Elections,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/HB2153/2023
1696960,AZ,HB2799,2023,2023 Regular Session,Introduced,2023-02-07,2023-02-08,House read second time,Municipal Oversight & Elections,opens,Open primary election,Open primary election,https://legiscan.com/AZ/bill/HB2799/2023
1811681,AZ,HB2464,2024,2024 Regular Session,Introduced,2024-01-22,2024-01-23,House read second time,Municipal Oversight & Elections,opens,Presidential preference election; independent voters,Presidential preference election; independent voters,https://legiscan.com/AZ/bill/HB2464/2024
1964652,AZ,HCR2060,2025,2025 Regular Session,Introduced,2025-02-12,2025-02-13,House read second time,"Federalism, Military Affairs & Elections",closes,Open primaries; repeal,Open primaries; repeal,https://legiscan.com/AZ/bill/HCR2060/2025
2111993,AZ,HB4059,2026,2026 Regular Session,In House Committee,2026-06-13,2026-06-13,Assigned to House RULES Committee,Rules,opens,Open primary election,Open primary election,https://legiscan.com/AZ/bill/HB4059/2026
63161,CA,SCA4,2009,2009-2010 Regular Session,Signed by Governor,2009-02-19,2009-02-19,"Chaptered by Secretary of State. Res. Chapter 2, Statutes of 2009.",,opens,Elections: open primaries.,"A resolution to propose to the people of the State of California an amendment to the Constitution of the State, by amending Sections 5 and 6 of Article II thereof, relating to elections.",https://legiscan.com/CA/bill/SCA4/2009
2101204,CO,SB058,2026,2026 Regular Session,In Senate Committee,2026-02-24,2026-02-24,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",,opens,Modifications to Voter Registration,"Concerning modifications to voter registration, and, in connection therewith, eliminating the automatic voter registration provisions for default registration of electors as unaffiliated voters and re",https://legiscan.com/CO/bill/SB058/2026
235698,CT,HB05730,2011,2011 Regular Session,In Senate Committee,2011-01-21,2011-01-21,Referred to Joint Committee on Government Administration and Elections,Government Administration and Elections,opens,An Act Concerning Unaffiliated Voters In Primaries.,To increase participation in primary elections.,https://legiscan.com/CT/bill/HB05730/2011
1664394,CT,HB05694,2023,2023 Regular Session,In House Committee,2023-01-18,2023-01-18,Referred to Joint Committee on Government Administration and Elections,Government Administration and Elections,opens,An Act Concerning Primaries.,To adopt the top-two primary system used by California.,https://legiscan.com/CT/bill/HB05694/2023
1666473,CT,HB06248,2023,2023 Regular Session,In House Committee,2023-01-19,2023-01-19,Referred to Joint Committee on Government Administration and Elections,Government Administration and Elections,opens,An Act Concerning Open Primaries.,To allow unaffiliated electors to vote in the primaries of political parties.,https://legiscan.com/CT/bill/HB06248/2023
1916321,CT,HJ00005,2025,2025 Regular Session,In House Committee,2025-01-14,2025-01-14,Referred to Joint Committee on Government Administration and Elections,Government Administration and Elections,opens,Resolution Proposing A State Constitutional Amendment To Require Political Parties To Conduct Open Primaries.,To require political parties to conduct open primaries.,https://legiscan.com/CT/bill/HJ00005/2025
634574,DC,B20-0717,2014,2013-2014 Regular Session,Introduced,2014-03-04,2014-03-14,Notice of Intent to Act on B20-0717 Published in the District of Columbia Register,,opens,Open Primary Elections Amendment  Act Of 2014,Open Primary Elections Amendment  Act Of 2014,https://legiscan.com/DC/bill/B20-0717/2013
1677431,FL,H0405,2023,2023 Regular Session,In House Committee,2023-05-05,2023-05-05,"Died in Ethics, Elections & Open Government Subcommittee",,closes,Prohibition on Open Primaries and Nonpartisan Elections,"Proposes amendments to State Constitution to provide that only qualified electors with same party affiliation as candidate for office may vote in primary election for such office, to provide that cand",https://legiscan.com/FL/bill/H0405/2023
2017644,GA,SB370,2025,2025-2026 Regular Session,Introduced,2025-03-31,2025-04-02,Senate Read and Referred,Ethics,closes,Elections and Primaries; closed primaries; provide,"A BILL to be entitled an Act to amend Chapter 2 of Title 21 of the Official Code of Georgia Annotated, relating to elections and primaries generally, so as to provide for closed primaries; to provide ",https://legiscan.com/GA/bill/SB370/2025
185087,HI,HB2245,2010,2010 Regular Session,In Senate Committee,2010-01-21,2010-01-22,"(H) Referred to HAW, JUD, FIN, referral sheet 3",Hawaiian Affairs,opens,Office of Hawaiian Affairs; Trustees; Election,Provides for the election of the office of Hawaiian affairs board members through a system of nonpartisan primary and general elections.,https://legiscan.com/HI/bill/HB2245/2010
188300,HI,SB2306,2010,2010 Regular Session,In Senate Committee,2010-01-21,2010-01-22,(S) Referred to JGO.,,unclear,Instant Runoff Voting; Elections,"Provides for instant runoff voting for all elections in which no primary election is held, and authorizes the chief election officer or the county clerk to use the instant runoff voting method in majo",https://legiscan.com/HI/bill/SB2306/2010
188372,HI,SB2378,2010,2010 Regular Session,In Senate Committee,2010-03-02,2010-04-21,(S) Conference committee meeting to reconvene on 04-22-10 6:00PM in conference room 325.,,opens,Office of Hawaiian Affairs; Trustees; Election,"Provides for the election of the office of Hawaiian affairs board members through a system of nonpartisan primary and general elections to begin with the 2014 elections. Effective July 1, 2050. (SB237",https://legiscan.com/HI/bill/SB2378/2010
244489,HI,SB1404,2011,2011 Regular Session,In Senate Committee,2011-01-26,2011-01-26,"(S) Referred to HWN, JDL.",Hawaiian Affairs,opens,Office of Hawaiian Affairs; Trustees; Election,"Provides for the election of the office of Hawaiian affairs board members through a system of nonpartisan primaries and general elections, to begin with the 2014 elections.",https://legiscan.com/HI/bill/SB1404/2011
361388,HI,SB1404,2011,2012 Regular Session,Introduced,2011-01-26,2011-12-01,Carried over to 2012 Regular Session.,,opens,Office of Hawaiian Affairs; Trustees; Election,"Provides for the election of the office of Hawaiian affairs board members through a system of nonpartisan primaries and general elections, to begin with the 2014 elections.",https://legiscan.com/HI/bill/SB1404/2012
303493,HI,HR116,2011,2011 Regular Session,Adopted,2011-03-15,2011-04-04,"(H) Report adopted; referred to the committee(s) on LMG with none voting no and Carroll, M. Oshiro, Takai, Tokioka excused.",,closes,Requesting a study of the types of closed primaries and their effect on voter turnout.,Requesting The Legislative Reference Bureau To Conduct A Study To Determine The Different Types Of Closed Primaries Conducted By Other States And The Corresponding Effect On Voter Turnout.,https://legiscan.com/HI/bill/HR116/2011
301930,HI,HCR136,2011,2011 Regular Session,Adopted,2011-03-15,2011-04-04,"(H) Report adopted; referred to the committee(s) on LMG with none voting no and Carroll, M. Oshiro, Takai, Tokioka excused.",,closes,Requesting a study of the types of closed primaries and their effect on voter turnout.,Requesting The Legislative Reference Bureau To Conduct A Study To Determine The Different Types Of Closed Primaries Conducted By Other States And The Corresponding Effect On Voter Turnout.,https://legiscan.com/HI/bill/HCR136/2011
469711,HI,HB1087,2013,2013 Regular Session,In House Committee,2013-01-24,2013-02-06,Passed Second Reading as amended in HD 1 and referred to the committee(s) on JUD with none voting aye with reservations; none voting no (0) ,,opens,Office of Hawaiian Affairs; Trustees; Election,Provides for the election of the office of Hawaiian affairs board members through a system of nonpartisan primary and general elections to begin with the 2014 elections. (HB1087 HD1),https://legiscan.com/HI/bill/HB1087/2013
583788,HI,HB1087,2013,2014 Regular Session,Introduced,2013-01-24,2013-12-18,Carried over to 2014 Regular Session.,,opens,Office of Hawaiian Affairs; Trustees; Election,Provides for the election of the office of Hawaiian affairs board members through a system of nonpartisan primary and general elections to begin with the 2014 elections. (HB1087 HD1),https://legiscan.com/HI/bill/HB1087/2014
456968,HI,SB3,2013,2013 Regular Session,Passed,2013-07-09,2013-07-09,"Became law without the Governor's signature, Act 287, 7/9/2013, (Gov. Msg. No. 1393).",,opens,Office of Hawaiian Affairs; Trustees; Election,Provides for the election of the Office of Hawaiian Affairs board members through a system of nonpartisan primary and general elections to begin with the 2014 elections. (CD1),https://legiscan.com/HI/bill/SB3/2013
696635,HI,HB338,2015,2015 Regular Session,In House Committee,2015-01-26,2015-01-26,"Referred to JUD, FIN, referral sheet 1",Judiciary,closes,Closed Primary Elections; Declaration of Political Party Registration or Nonpartisanship,Establishes a closed primary and special primary election system that limits a political party's voters to registered party members and other voters as the party may designate. Takes effect upon ratif,https://legiscan.com/HI/bill/HB338/2015
803337,HI,HB338,2015,2016 Regular Session,Introduced,2015-01-26,2015-12-17,Carried over to 2016 Regular Session.,Judiciary,closes,Closed Primary Elections; Declaration of Political Party Registration or Nonpartisanship,Establishes a closed primary and special primary election system that limits a political party's voters to registered party members and other voters as the party may designate. Takes effect upon ratif,https://legiscan.com/HI/bill/HB338/2016
320422,ID,S1202,2011,2011 Regular Session,Signed by Governor,2011-04-13,2011-04-13,Governor signed Session Law Chapter 321 Effective: 04/13/11,,unclear,"Appropriates an additional $100,000 to the Secretary of State for fiscal year 2011 to pay legal costs in the case of Idaho Republican Party ","Appropriates an additional $100,000 to the Secretary of State for fiscal year 2011 to pay legal costs in the case of Idaho Republican Party vs. Secretary of State of the state of Idaho, regarding the ",https://legiscan.com/ID/bill/S1202/2011
474297,ID,H0059,2013,2013 Regular Session,In House Committee,2013-01-25,2013-01-28,Reported Printed and Referred to State Affairs,,closes,Adds to existing law relating to ballots to provide requirements relating to the payment of closed primary election expenses.,Adds to existing law relating to ballots to provide requirements relating to the payment of closed primary election expenses.,https://legiscan.com/ID/bill/H0059/2013
1565189,ID,S1230,2022,2022 Regular Session,In Senate Committee,2022-01-20,2022-01-21,Reported Printed; referred to State Affairs,State Affairs,closes,"Amends, adds to, and repeals existing law to provide for nonpartisan primary elections and ranked-choice voting in general elections.","ELECTIONS -- Amends, adds to, and repeals existing law to provide for nonpartisan primary elections and ranked-choice voting in general elections.",https://legiscan.com/ID/bill/S1230/2022
32302,IL,HB0825,2009,2009-2010 Regular Session,Introduced,2009-02-09,2009-05-26,Added Chief Co-Sponsor Rep. Elizabeth Coulson,Rules,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/HB0825/2009
32365,IL,HB0888,2009,2009-2010 Regular Session,In Senate Committee,2009-02-10,2009-03-13,Rule 19(a) / Re-referred to Rules Committee,Rules,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/HB0888/2009
30526,IL,SB1666,2009,2009-2010 Regular Session,Senate Floor Calendar,2009-02-19,2009-04-01,Senate Floor Amendment No. 1 Tabled Pursuant to Rule 5-4(a),,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/SB1666/2009
46294,IL,HB5192,2010,2009-2010 Regular Session,In Senate Committee,2010-01-29,2010-03-15,Rule 19(a) / Re-referred to Rules Committee,Rules,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/HB5192/2009
57226,IL,HB5277,2010,2009-2010 Regular Session,In Senate Committee,2010-02-03,2010-03-15,Rule 19(a) / Re-referred to Rules Committee,Rules,opens,MUNI CD-PRIMARY ELECTIONS,"Amends the Illinois Municipal Code. In provisions concerning nonpartisan primary elections, provides that a write-in candidate shall not be construed as having timely filed valid nominating papers for",https://legiscan.com/IL/bill/HB5277/2009
59709,IL,HB6217,2010,2009-2010 Regular Session,In Senate Committee,2010-02-11,2010-02-11,Referred to Rules Committee,Rules,opens,MUNI CD-PRIMARY ELECTION,"Amends the Illinois Municipal Code. In provisions concerning nonpartisan primary elections, provides that an office is uncontested if not more than twice the number of persons (now, not more than 4 pe",https://legiscan.com/IL/bill/HB6217/2009
620879,IL,HB5913,2014,2013-2014 Regular Session,Failed,2014-12-03,2014-12-03,Session Sine Die,,opens,ELEC CD-TOP TWO PRIMARY,"Amends the Election Code. Creates an open-primary system. Provides that primary ballots shall list each candidate for office, regardless of party affiliation, participating in the primary election. Pr",https://legiscan.com/IL/bill/HB5913/2013
515287,IL,HB2948,2014,2013-2014 Regular Session,Failed,2014-12-03,2014-12-03,Session Sine Die,,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/HB2948/2013
516724,IL,HB3292,2014,2013-2014 Regular Session,Failed,2014-12-03,2014-12-03,Session Sine Die,,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/HB3292/2013
679283,IL,HB0194,2015,2015-2016 Regular Session,In House Committee,2015-01-14,2015-03-27,Rule 19(a) / Re-referred to Rules Committee,Rules,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/HB0194/2015
710581,IL,SB0759,2015,2015-2016 Regular Session,In Senate Committee,2015-02-03,2015-04-24,Rule 3-9(a) / Re-referred to Assignments,Assignments,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/SB0759/2015
730288,IL,HB2719,2015,2015-2016 Regular Session,In House Committee,2015-02-19,2015-03-27,Rule 19(a) / Re-referred to Rules Committee,Rules,opens,ELEC CD-TOP TWO PRIMARY,"Amends the Election Code. Creates an open-primary system. Provides that primary ballots shall list each candidate for office, regardless of party affiliation, participating in the primary election. Pr",https://legiscan.com/IL/bill/HB2719/2015
845467,IL,HB5923,2016,2015-2016 Regular Session,Introduced,2016-02-11,2016-08-08,Added Chief Co-Sponsor Rep. Sara Wojcicki Jimenez,Rules,opens,ELEC CD-TOP TWO PRIMARY,"Amends the Election Code. Creates an open-primary system. Provides that primary ballots shall list each candidate for office, regardless of party affiliation, participating in the primary election. Pr",https://legiscan.com/IL/bill/HB5923/2015
907075,IL,HB0330,2019,2017-2018 Regular Session,Failed,2019-01-08,2019-01-08,Session Sine Die,,opens,ELEC CD-OPEN PRIMARY,Amends the Election Code. Eliminates the requirement that a voter declare party affiliation when voting at a primary election. Provides that the voter shall receive the primary ballot of each of the e,https://legiscan.com/IL/bill/HB0330/2017
907252,IL,HB0285,2019,2017-2018 Regular Session,Failed,2019-01-08,2019-01-08,Session Sine Die,,opens,ELEC CD-TOP TWO PRIMARY,"Amends the Election Code. Creates an open-primary system. Provides that primary ballots shall list each candidate for office, regardless of party affiliation, participating in the primary election. Pr",https://legiscan.com/IL/bill/HB0285/2017
958242,IL,HB3655,2019,2017-2018 Regular Session,Failed,2019-01-08,2019-01-08,Session Sine Die,,opens,ELEC CD-TOP TWO PRIMARY,"Amends the Election Code. Creates an open-primary system. Provides that primary ballots shall list each candidate for office, regardless of party affiliation, participating in the primary election. Pr",https://legiscan.com/IL/bill/HB3655/2017
1335925,IL,SB3210,2021,2019-2020 Regular Session,Failed,2021-01-13,2021-01-13,Session Sine Die,,opens,MUNI CD-NONPARTISAN PRIMARIES,Amends the Illinois Municipal Code. Provides that when a person who intends to be a write-in candidate for an uncontested nonpartisan office has not timely filed nomination papers but has filed a writ,https://legiscan.com/IL/bill/SB3210/2019
1457968,IL,HB3488,2021,2021-2022 Regular Session,In House Committee,2021-02-19,2021-03-27,Rule 19(a) / Re-referred to Rules Committee,Rules,opens,MUNI CD-NONPARTISAN PRIMARIES,Amends the Illinois Municipal Code. Provides that when a person who intends to be a write-in candidate for an uncontested nonpartisan office has not timely filed nomination papers but has filed a writ,https://legiscan.com/IL/bill/HB3488/2021
1467104,IL,SB1630,2021,2021-2022 Regular Session,In Senate Committee,2021-02-26,2021-04-16,Rule 3-9(a) / Re-referred to Assignments,Assignments,opens,MUNI CD-NONPARTISAN PRIMARIES,"Amends the Illinois Municipal Code. Provides that, when a person who intends to be a write-in candidate for an uncontested nonpartisan office has not timely filed nomination papers but has filed a wri",https://legiscan.com/IL/bill/SB1630/2021
1545648,IL,HB4352,2022,2021-2022 Regular Session,In House Committee,2022-01-05,2022-02-18,Rule 19(a) / Re-referred to Rules Committee,Rules,opens,MUNI NONPARTISAN LIST/DEFENSE,Amends the Illinois Municipal Code. Provides that a municipality that nominates and elects candidates in nonpartisan primary and general elections shall notify the State Board of Elections within 90 d,https://legiscan.com/IL/bill/HB4352/2021
1713682,IL,HB3749,2023,2023-2024 Regular Session,Introduced,2023-02-17,2023-03-13,"Added Chief Co-Sponsor Rep. Lamont J. Robinson, Jr.",Rules,unclear,ELECTION-RCV/MUNICIPAL PRIMARY,"Amends the Ballots Article of the Election Code. Provides that the governing body of a municipality may adopt, upon submission of a written statement by the municipality's election authority attesting",https://legiscan.com/IL/bill/HB3749/2023
1939783,IL,HB1708,2025,2025-2026 Regular Session,In House Committee,2025-01-24,2025-03-21,Rule 19(a) / Re-referred to Rules Committee,Rules,unclear,ELEC CD-RCV/MUNICIPAL PRIMARY,"Amends the Ballots Article of the Election Code. Provides that the governing body of a municipality may adopt, upon submission of a written statement by the municipality's election authority attesting",https://legiscan.com/IL/bill/HB1708/2025
1962083,IL,SB2158,2025,2025-2026 Regular Session,In Senate Committee,2025-02-07,2026-05-22,Rule 3-9(a) / Re-referred to Assignments,Assignments,opens,ELEC CD-OPEN PRIMARY ELECTIONS,"Amends the Election Code. Provides that the 2 candidates in any primary election who receive the most votes in the primary election, regardless of the party affiliation of the candidates, shall be the",https://legiscan.com/IL/bill/SB2158/2025
1903801,IN,SB0201,2025,2025 Regular Session,Introduced,2025-01-08,2025-02-10,Senators Doriot and Byrne added as coauthors,,closes,Closed primary elections.,"Closed primary elections. Allows an individual to affiliate with a political party while registering to vote. Requires the text: ""Would you like to choose your political party? If you wish to vote in ",https://legiscan.com/IN/bill/SB0201/2025
1897656,IN,HB1029,2025,2025 Regular Session,Introduced,2025-01-08,2025-01-09,Representative Rowray added as coauthor,Elections and Apportionment,closes,Closed primaries.,Closed primaries. Provides that a voter may vote at a primary election: (1) only if the voter has properly and timely affiliated with a political party; and (2) held by the political party with which ,https://legiscan.com/IN/bill/HB1029/2025
270950,KY,HB469,2011,2011 Regular Session,Introduced,2011-02-14,2011-03-08,recommitted to Appropriations & Revenue (H),Appropriations and Revenue,unclear,AN ACT relating to elections.,Amend KRS 67.060 to specify that voters required to sign a candidate's filing form shall be voters residing in the candidate's district; amend KRS 83A.170 to delete language relating to a voter signin,https://legiscan.com/KY/bill/HB469/2011
672367,KY,HB150,2015,2015 Regular Session,Signed by Governor,2015-03-30,2015-03-30,"signed by Governor (Acts, ch. 70)",,unclear,AN ACT relating to elections.,"Amend KRS 117.265 to make any candidate for county, urban-county, consolidated local government, charter county government, or unified local government office who is defeated in a partisan or nonparti",https://legiscan.com/KY/bill/HB150/2015
1717472,KY,SB190,2023,2023 Regular Session,Signed by Governor,2023-03-27,2023-03-27,signed by Governor (Acts Ch. 114),,unclear,AN ACT relating to actions of government officials.,Amend KRS 83A.030 to establish guidelines for changing the number of legislative body members in mayor-council form of government; amend KRS 83A.040 to allow submission of resignation via electronic m,https://legiscan.com/KY/bill/SB190/2023
129791,LA,SB690,2010,2010 Regular Session,Adopted,2010-04-06,2010-05-13,Title of substitute read and adopted; becomes Senate Bill No. 796.,,opens,Allows an independent voter to vote in either the Democratic or Republican congressional primary. (gov sig),Allows an independent voter to vote in either the Democratic or Republican congressional primary. (gov sig),https://legiscan.com/LA/bill/SB690/2010
