state,name,party,role,district,sitting,sponsored,yea,nay,people_id
MD,Jamila Woods,D,Rep,HD-026,yes,0,1,0,24724
ID,Stephen Hartgen,R,Rep,HD-024B,no,0,0,1,8027
NY,Joseph Errigo,R,Rep,HD-130,no,0,0,1,1297
ID,Clifford Bayer,R,Sen,SD-021,no,0,1,0,8004
ID,Marv Hagedorn,R,Sen,SD-014,no,0,1,0,8025
ID,Roy Lacey,D,Sen,SD-029,no,0,0,1,12743
ID,Kathleen Sims,R,Rep,HD-004B,no,0,1,0,12748
KY,Lamin Swann,D,Rep,HD-093,no,0,1,0,23697
MD,Heather Bagnall,D,Rep,HD-033,yes,0,1,0,20588
ID,Eric Anderson,R,Rep,HD-001A,no,0,1,0,8001
ID,Lenore Barrett,R,Rep,HD-008B,no,0,1,0,8003
NY,Michaelle Solages,D,Rep,HD-022,yes,0,1,0,14217
ID,Mary Shepherd,D,Rep,HD-002A,no,0,1,0,8057
KY,Whitney Westerfield,R,Sen,SD-003,no,0,1,0,14435
KY,George Brown,D,Rep,HD-077,yes,0,1,0,16640
ID,Brian Cronin,D,Rep,HD-019B,no,0,0,1,8020
ID,Carlos Bilbao,R,Rep,HD-011B,no,0,1,0,8007
ID,Max Black,R,Rep,HD-015B,no,0,1,0,8008
ID,Sharon Block,R,Rep,HD-024B,no,0,1,0,8009
ID,Marge Chadderdon,R,Rep,HD-004A,no,0,0,1,8014
NY,Yuh-line Niou,D,Rep,HD-065,no,0,1,0,18938
NY,Daniel Stec,R,Sen,SD-045,yes,0,0,1,14578
ID,Shirley McKague,R,Sen,SD-020,no,0,1,0,8095
KY,Danny Bentley,R,Rep,HD-098,no,0,1,0,18336
IL,James Clayborne,D,Sen,SD-057,no,0,0,1,1079
ID,Richard Harwood,R,Rep,HD-002B,no,0,0,1,8028
ID,Elfreda Higgins,D,Rep,HD-016B,no,0,0,1,8030
ID,Wendy Jaquet,D,Rep,HD-025A,no,0,0,1,8031
ID,William Killen,D,Rep,HD-017A,no,0,0,1,8033
ID,Dennis Lake,R,Rep,HD-028A,no,0,1,0,8037
ID,Jim Marriott,R,Rep,HD-028B,no,0,1,0,8040
ID,Janice McGeachin,R,Rep,HD-032A,no,0,0,1,8042
IL,Carole Pankau,R,Sen,SD-023,no,0,1,0,1053
MD,Gabriel Moreno,D,Rep,HD-013,yes,0,1,0,26607
NY,D. Billy Jones,D,Rep,HD-115,yes,0,1,0,18603
KY,Cherlynn Stevenson,D,Rep,HD-088,no,0,1,0,20476
IL,Ira Silverstein,D,Sen,SD-008,no,0,1,0,1074
KY,Jared Bauman,R,Rep,HD-028,yes,0,1,0,23617
KY,John Hodgson,R,Rep,HD-036,yes,0,1,0,23620
KY,Marianne Proctor,R,Rep,HD-060,yes,0,1,0,23622
KY,Russell Webber,R,Rep,HD-026,no,0,1,0,14432
KY,Deanna Frazier Gordon,R,Rep,HD-081,yes,0,1,0,20477
KY,Scott Sharp,R,Rep,HD-100,yes,0,1,0,22065
KY,Jonathan Dixon,R,Rep,HD-011,no,0,1,0,22055
NY,Susan Serino,R,Sen,SD-041,no,0,0,1,16675
KY,Jason Petrie,R,Rep,HD-016,yes,0,1,0,18489
KY,Patrick Flannery,R,Rep,HD-096,yes,0,1,0,22058
NY,Christopher Jacobs,R,Sen,SD-060,no,0,0,1,18285
KY,Josie Raymond,D,Rep,HD-041,no,0,1,0,20268
KY,Kimberly Banta,R,Rep,HD-063,yes,0,1,0,21423
KY,Timmy Truett,R,Rep,HD-089,yes,0,1,0,23011
NY,Andrew Goodell,R,Rep,HD-150,no,0,0,1,11317
IL,Maggie Crotty,D,Sen,SD-019,no,0,0,1,1092
NY,Philip Boyle,R,Sen,SD-004,no,0,0,1,1269
KY,Ken Upchurch,R,Rep,HD-052,yes,0,1,0,1207
KY,Lisa Willner,D,Rep,HD-035,yes,0,1,0,20269
KY,Ashley Tackett Laferty,D,Rep,HD-095,yes,0,0,1,20473
IL,William Haine,D,Sen,SD-056,no,0,0,1,1108
ME,Aaron Frey,D,Rep,HD-124,no,0,1,0,15773
LA,Gordon Dove,R,Rep,HD-052,no,0,1,0,5241
KY,John Blanton,R,Rep,HD-092,yes,0,1,0,18431
KY,Chris Fugate,R,Rep,HD-084,yes,0,1,0,18432
LA,Helena Moreno,D,Rep,HD-093,no,0,1,0,9541
LA,Timothy Burns,R,Rep,HD-089,no,0,1,0,5234
NY,George Amedore,R,Sen,SD-046,no,0,0,1,1257
NY,Michael Miller,D,Rep,HD-038,no,0,1,0,1348
WY,Fred Emerich,R,Sen,SD-005,no,0,0,1,10591
IL,Susan Garrett,D,Sen,SD-029,no,0,0,1,1103
WY,Bill Landen,R,Sen,SD-027,yes,0,0,1,8641
WY,James Anderson,R,Sen,SD-028,yes,0,0,1,14414
WY,John Hastert,D,Sen,SD-013,no,0,1,0,8685
NY,Peter Lopez,R,Rep,HD-102,no,0,1,0,1335
WY,Eli Bebout,R,Sen,SD-026,no,0,0,1,8674
NY,Julia Salazar,D,Sen,SD-018,yes,0,1,0,20264
NY,William Magee,D,Rep,HD-121,no,0,1,0,1338
IL,Edward Maloney,D,Sen,SD-018,no,0,0,1,1068
ME,Kevin O'Connell,D,Rep,HD-020,no,0,1,0,21620
NY,Carmen Arroyo,D,Rep,HD-084,no,0,1,0,1258
MD,Kevin Anderson,R,Rep,HD-038,yes,0,0,1,26605
NY,Robin Schimminger,D,Rep,HD-140,no,0,1,0,1381
NY,Brian Curran,R,Rep,HD-021,no,0,0,1,11315
NY,Nick Perry,D,Rep,HD-058,no,0,1,0,1361
NY,Robert Jackson,D,Sen,SD-031,yes,0,1,0,20165
MD,Kim Ross,D,Rep,HD-008,yes,0,1,0,26426
ME,Jill Duson,D,Sen,SD-027,yes,0,1,0,23237
MD,Teresa Woorman,D,Rep,HD-016,yes,0,1,0,25626
NY,Jose Rivera,D,Rep,HD-078,no,0,1,0,1371
VA,J.J. Singh,D,Rep,HD-026,yes,0,1,0,26302
SD,J Putnam,R,Sen,SD-019,no,0,1,0,8240
SD,David Lust,R,Rep,HD-034,no,0,1,0,8299
SD,Larry Tidemann,R,Rep,HD-007,no,0,1,0,8221
MT,Bob Phalen,R,Sen,SD-017,yes,0,1,0,22195
SD,Bill Van Gerpen,R,Sen,SD-019,no,0,1,0,8294
SD,Kevin Killer,D,Sen,SD-027,no,0,1,0,8276
SD,Richard Curd,R,Sen,SD-012,no,0,1,0,8324
SD,Deb Peters,R,Sen,SD-009,no,0,1,0,8312
NY,Michael Montesano,R,Rep,HD-015,no,0,0,1,2375
IL,Jeffrey Schoenberg,D,Sen,SD-009,no,0,0,1,1081
SD,Manny Steele,R,Rep,HD-012,no,0,1,0,8241
SD,Thomas Brunner,R,Rep,HD-029,no,0,1,0,8265
SD,Susan Wismer,D,Sen,SD-001,no,0,1,0,8227
SD,Lance Russell,R,Sen,SD-030,no,0,1,0,8320
ME,Susan Bernard,R,Sen,SD-001,yes,0,0,1,22716
MD,William Valentine,R,Rep,HD-002,yes,0,0,1,24722
MD,Todd Morgan,R,Rep,HD-029,yes,0,0,1,24717
MD,Matthew Schindler,D,Rep,HD-002,yes,0,1,0,26073
ME,David LaFountain,D,Sen,SD-016,no,0,1,0,23233
MD,Dana Stein,D,Rep,HD-011,yes,0,1,0,4627
MD,Sean Stinnett,D,Rep,HD-041,yes,0,1,0,26427
SD,Brock Greenfield,R,Rep,SD-002,no,0,1,0,8319
ME,Stephen Moriarty,D,Rep,HD-110,no,0,1,0,15823
ME,Erin Sheehan,D,Rep,HD-132,no,0,1,0,22697
SD,Al Novstrup,R,Rep,HD-003,yes,0,1,0,8296
TN,Esther Helton-Haynes,R,Rep,HD-030,yes,0,1,0,20346
NY,David DiPietro,R,Rep,HD-147,yes,0,0,1,14574
NY,Kenneth Blankenbush,R,Rep,HD-117,yes,0,0,1,11312
TN,John Stevens,R,Sen,SD-024,yes,0,0,1,14460
NY,Victor Pichardo,D,Rep,HD-086,no,0,1,0,16112
NY,Peter Lawrence,R,Rep,HD-134,no,0,0,1,17008
UT,Stewart Barlow,R,Rep,HD-017,yes,0,1,0,13764
SD,Dean Wink,R,Rep,SD-029,no,0,1,0,8288
TN,Jeff Burkhart,R,Rep,HD-075,yes,0,1,0,24116
SD,Kristin Conzet,R,Rep,HD-032,no,0,1,0,8311
SD,Charles Hoffman,R,Rep,HD-023,no,0,1,0,8275
TN,Dave Wright,R,Rep,HD-019,yes,0,1,0,20355
WV,Thomas Campbell,D,Rep,HD-028,no,0,1,0,16
SD,Phil Jensen,R,Rep,HD-033,yes,0,1,0,8222
WY,Michael Von Flatern,R,Sen,SD-024,no,0,1,0,8668
WY,Gerald Geis,R,Sen,SD-020,no,0,1,0,8730
WY,John Schiffer,R,Sen,SD-022,no,0,0,1,8661
WY,Marty Martin,D,Sen,SD-012,no,0,0,1,8642
SD,Ryan Maher,R,Sen,SD-028,no,0,1,0,8218
SD,David Novstrup,R,Sen,SD-003,no,0,1,0,8314
SD,Peggy Gibson,D,Rep,HD-022,no,0,1,0,8273
TN,Rebecca Alexander,R,Rep,HD-007,yes,0,1,0,22856
SD,Mike Vehle,R,Sen,SD-020,no,0,1,0,8245
WV,Joe Talbott,D,Rep,HD-036,no,0,1,0,90
SD,Larry Rhoden,R,Rep,HD-029,no,0,1,0,8254
SD,Dan Ahlers,D,Rep,HD-025,no,0,1,0,8246
SD,Lance Carson,R,Rep,HD-020,no,0,1,0,8211
SD,Charles Turbiville,R,Rep,HD-031,no,0,1,0,8210
SD,Julie Bartling,D,Rep,HD-021,no,0,1,0,8289
SD,Roger Hunt,R,Rep,HD-025,no,0,1,0,8285
SD,Corey Brown,R,Sen,SD-023,no,0,1,0,8230
WY,Curt Meier,R,Sen,SD-003,no,0,0,1,8651
SD,Brian Gosch,R,Rep,HD-032,no,0,1,0,8298
SD,Patrick Kirschman,D,Rep,HD-015,no,0,1,0,8223
SD,Roger Solum,R,Rep,HD-005,no,0,1,0,8293
SD,Mike Verchio,R,Rep,HD-030,no,0,1,0,8244
SD,Bernie Hunhoff,D,Sen,SD-018,no,0,1,0,8292
SD,Jim Peterson,D,Sen,SD-004,no,0,1,0,8305
SD,Jacqueline Sly,R,Rep,HD-033,no,0,1,0,8269
SD,Timothy Rave,R,Sen,SD-025,no,0,1,0,8301
SD,Larry Lucas,D,Sen,SD-026,no,0,1,0,8238
SD,Marc Feinstein,D,Rep,HD-014,no,0,1,0,8272
SD,Don Kopp,R,Rep,HD-035,no,0,1,0,8224
SD,Shantel Krebs,R,Sen,SD-010,no,0,1,0,8233
SD,Russell Olson,R,Sen,SD-008,no,0,1,0,8220
TN,Page Walley,R,Sen,SD-026,yes,0,0,1,21777
LA,Daniel Martiny,R,Sen,SD-010,no,0,1,0,5358
SD,Tom Hansen,R,Sen,SD-022,no,0,1,0,8309
SD,Nick Moser,R,Rep,HD-018,no,0,1,0,8277
SD,Steve Street,D,Rep,HD-004,no,0,1,0,8242
SD,Kim Vanneman,R,Rep,HD-026B,no,0,1,0,8243
SD,Gene Abdallah,R,Rep,HD-010,no,0,1,0,8283
SD,Elaine Elliott,D,Rep,HD-002,no,0,1,0,8235
SD,Paul Dennert,D,Rep,HD-002,no,0,1,0,8252
WY,Jim Anderson,R,Sen,SD-002,no,0,0,1,10601
WY,Larry Hicks,R,Sen,SD-011,yes,0,0,1,10600
WY,Leland Christensen,R,Sen,SD-017,no,0,0,1,10597
WY,Bruce Burns,R,Sen,SD-021,no,0,0,1,8687
WY,Tony Ross,R,Sen,SD-004,no,0,0,1,8652
WY,Leslie Nutting,R,Sen,SD-007,no,0,0,1,10595
WY,Floyd Esquibel,D,Sen,SD-008,no,0,1,0,8667
WY,Drew Perkins,R,Sen,SD-029,no,0,0,1,8688
WY,Paul Barnard,R,Sen,SD-015,no,0,0,1,10606
WY,Ray Peterson,R,Sen,SD-019,no,0,0,1,8724
UT,Daniel McCay,R,Sen,SD-018,yes,0,1,0,13830
WY,Dan Dockstader,R,Sen,SD-016,yes,0,0,1,8679
WY,Ogden Driskill,R,Sen,SD-001,yes,0,0,1,10604
VA,Cheryl Turpin,D,Rep,HD-085,no,0,0,1,19469
WY,Henry Coe,R,Sen,SD-018,no,0,1,0,8701
WY,Stan Cooper,R,Sen,SD-014,no,0,0,1,8676
WY,Philip Nicholas,R,Sen,SD-010,no,0,0,1,10611
NY,Brian Miller,R,Rep,HD-122,yes,0,0,1,19102
WV,Virginia Mahan,D,Rep,HD-027,no,0,1,0,51
NY,Alfred Graf,R,Rep,HD-005,no,0,0,1,11318
IL,Martin Sandoval,D,Sen,SD-011,no,0,0,1,1093
IL,Don Harmon,D,Sen,SD-039,yes,0,0,1,1066
IL,Dave Syverson,R,Sen,SD-035,yes,0,0,1,1062
VA,James Leftwich,R,Rep,HD-090,yes,0,1,0,16092
VA,Steven Landes,R,Rep,HD-025,no,0,1,0,707
NY,Michael Fitzpatrick,R,Rep,HD-008,yes,0,0,1,1302
UT,David Hinkins,R,Sen,SD-026,yes,0,1,0,8165
NY,Kevin Cahill,D,Rep,HD-103,no,0,1,0,1275
NY,Michael DenDekker,D,Rep,HD-034,no,0,1,0,1292
NY,Addie Jenne,D,Rep,HD-116,no,0,1,0,1376
NY,Felix Ortiz,D,Rep,HD-051,no,0,1,0,1356
NY,Patricia Fahy,D,Sen,SD-046,yes,0,1,0,14205
NY,Todd Kaminsky,D,Sen,SD-009,no,0,1,0,17007
NY,Jaime Williams,D,Rep,HD-059,yes,0,1,0,17943
NY,Philip Ramos,D,Rep,HD-006,yes,0,1,0,1368
NY,David Weprin,D,Rep,HD-024,yes,0,1,0,1491
IL,Dale Righter,R,Sen,SD-055,no,0,1,0,1056
IL,Terry Link,D,Sen,SD-030,no,0,0,1,1104
IL,Antonio Munoz,D,Sen,SD-001,no,0,0,1,1051
IL,David Luechtefeld,R,Sen,SD-058,no,0,0,1,1064
NY,Erik Dilan,D,Rep,HD-054,yes,0,1,0,17454
NY,David McDonough,R,Rep,HD-014,yes,0,0,1,1343
NY,Mark Gjonaj,D,Rep,HD-080,no,0,1,0,14750
KY,Jason Nemes,R,Rep,HD-033,yes,0,1,0,19375
NY,Pamela Harris,D,Rep,HD-046,no,0,1,0,17850
KY,Derrick Graham,D,Rep,HD-057,no,0,1,0,1152
IL,Bill Brady,R,Sen,SD-044,no,0,0,1,1052
MD,Lesley Lopez,D,Rep,HD-039,yes,0,1,0,20793
NY,Charles Lavine,D,Rep,HD-013,yes,0,1,0,1332
NY,Kieran Lalor,R,Rep,HD-105,no,0,0,1,14576
IL,Heather Steans,D,Sen,SD-007,no,0,0,1,1073
KY,Christian McDaniel,R,Sen,SD-023,yes,0,1,0,14434
MD,Jheanelle Wilkins,D,Rep,HD-020,yes,0,1,0,19199
MD,Charlotte Crutchfield,D,Rep,HD-019,yes,0,1,0,20867
MD,Karen Toles,D,Rep,HD-025,yes,0,1,0,23056
MD,Adrian Boafo,D,Rep,HD-023,yes,0,1,0,24710
IL,Emil Jones,D,Sen,SD-014,yes,0,0,1,1069
KY,Ken Fleming,R,Rep,HD-048,yes,0,1,0,18494
KY,Walker Thomas,R,Rep,HD-008,yes,0,1,0,18427
MD,Mike Rogers,D,Rep,HD-032,yes,0,1,0,20592
MD,Andrew Pruski,D,Rep,HD-033,yes,0,1,0,24539
IL,Jacqueline Collins,D,Sen,SD-016,no,0,0,1,1077
MD,Joseline Pena-Melnyk,D,Rep,HD-021,yes,0,1,0,4561
MD,Bonnie Cullison,D,Rep,HD-019,yes,0,1,0,11768
MD,Eric Ebersole,D,Rep,HD-044,yes,0,1,0,17234
MD,Wayne Hartman,R,Rep,HD-038,yes,0,0,1,20533
MD,Regina Boyce,D,Rep,HD-043,yes,0,1,0,20855
MD,Debra Davis,D,Rep,HD-028,yes,0,1,0,20859
MD,Dylan Behler,D,Rep,HD-030,yes,0,1,0,26407
MD,Tom Hutchinson,R,Rep,HD-037,yes,0,0,1,24535
MD,Jennifer White Holland,D,Rep,HD-010,yes,0,1,0,24723
MD,Brian Chisholm,R,Rep,HD-031,yes,0,0,1,20530
MD,Steve Johnson,D,Rep,HD-034,yes,0,1,0,20965
MD,Barry Beauchamp,R,Rep,HD-038,yes,0,1,0,25625
MD,LaToya Nkongolo,R,Rep,HD-031,yes,0,1,0,26325
KY,Michael Pollock,R,Rep,HD-051,yes,0,1,0,23010
KY,Steven Doan,R,Rep,HD-069,yes,0,1,0,23692
MD,Sheree Sample-Hughes,D,Rep,HD-037,yes,0,1,0,17435
NY,Ellen Jaffee,D,Rep,HD-097,no,0,0,1,1322
NY,Earlene Hooper,D,Rep,HD-052,no,0,1,0,1318
IL,David Koehler,D,Sen,SD-046,yes,0,0,1,1063
IL,Linda Holmes,D,Sen,SD-042,yes,0,0,1,1090
NY,Charles Barron,D,Rep,HD-060,no,0,1,0,19378
NY,Dov Hikind,D,Rep,HD-048,no,0,1,0,1317
KY,Rachel Roarx,D,Rep,HD-038,yes,0,1,0,23624
KY,Myron Dossett,R,Rep,HD-009,yes,0,1,0,1141
KY,Nima Kulkarni,D,Rep,HD-040,yes,0,1,0,20482
KY,Pamela Stevenson,D,Rep,HD-043,yes,0,1,0,22067
KY,Keturah Herron,D,Sen,SD-035,yes,0,1,0,23103
MD,Jeffrie Long,D,Rep,HD-027,yes,0,1,0,23908
MD,Scott Phillips,D,Rep,HD-010,yes,0,1,0,24387
IL,Kimberly Lightford,D,Sen,SD-004,yes,0,0,1,1085
KY,Daniel Fister,R,Rep,HD-056,yes,0,1,0,22057
KY,Nancy Tate,R,Rep,HD-027,yes,0,1,0,20483
MD,Bernice Mireku-North,D,Rep,HD-014,yes,0,1,0,24858
MD,Ashanti Martinez,D,Rep,HD-022,yes,0,1,0,24906
MD,Jackie Addison,D,Rep,HD-045,yes,0,1,0,24787
KY,Steven Rudy,R,Rep,HD-001,yes,0,1,0,1191
KY,Mark Hart,R,Rep,HD-078,yes,0,1,0,18251
KY,Chad Aull,D,Rep,HD-079,yes,0,1,0,23618
KY,Emily Callaway,R,Rep,HD-037,yes,0,1,0,23689
KY,Beverly Chester-Burton,D,Rep,HD-044,yes,0,1,0,23690
KY,Daniel Grossberg,D,Rep,HD-030,yes,0,1,0,23693
MD,Kent Roberson,D,Rep,HD-025,yes,0,1,0,25010
MD,Pam Guzzone,D,Rep,HD-013,yes,0,1,0,24714
KY,Steve Bratcher,R,Rep,HD-025,yes,0,1,0,23625
KY,David Meade,R,Rep,HD-080,yes,0,1,0,14422
MD,Robbyn Lewis,D,Rep,HD-046,yes,0,1,0,18731
MD,Ken Kerr,D,Rep,HD-003,yes,0,1,0,20792
NY,Joseph Giglio,R,Rep,HD-148,no,0,0,1,1308
MD,Nino Mangione,R,Rep,HD-042,yes,0,0,1,20933
MD,Michael Griffith,R,Rep,HD-035,yes,0,0,1,21591
MD,Samuel Rosenberg,D,Rep,HD-041,yes,0,1,0,4581
KY,DJ Johnson,R,Rep,HD-013,yes,0,1,0,18392
KY,Felicia Rabourn,R,Rep,HD-047,yes,0,1,0,22064
KY,Steve Riley,R,Rep,HD-023,yes,0,1,0,18493
KY,Matthew Koch,R,Rep,HD-072,yes,0,1,0,20387
KY,Jim Gooch,R,Rep,HD-012,yes,0,1,0,1151
KY,David Hale,R,Rep,HD-074,yes,0,1,0,16667
KY,Alan Gentry,D,Rep,HD-046,yes,0,1,0,18430
KY,Richard White,R,Rep,HD-099,yes,0,1,0,21616
KY,Joshua Branscum,R,Rep,HD-083,yes,0,1,0,22051
KY,Josh Bray,R,Rep,HD-071,yes,0,1,0,22052
KY,Ryan Dotson,R,Rep,HD-073,yes,0,1,0,22056
KY,Tom Smith,R,Rep,HD-086,yes,0,1,0,22066
KY,Adam Bowling,R,Rep,HD-087,yes,0,1,0,20555
KY,Samara Heavrin,R,Rep,HD-018,yes,0,1,0,21424
KY,Mary Imes,R,Rep,HD-005,yes,0,1,0,22059
KY,Matt Lockett,R,Rep,HD-039,yes,0,1,0,22062
KY,Shawn McPherson,R,Rep,HD-022,yes,0,1,0,22063
KY,Kim King,R,Rep,HD-055,yes,0,1,0,11085
KY,Daniel Elliott,R,Rep,HD-054,yes,0,1,0,17926
KY,Chris Freeland,R,Rep,HD-006,yes,0,1,0,20389
KY,Susan Tyler Witten,R,Rep,HD-031,yes,0,1,0,23699
NY,Ron Kim,D,Rep,HD-040,yes,0,1,0,14206
NY,Christopher Friend,R,Rep,HD-124,yes,0,0,1,11316
NY,Andrew Garbarino,R,Rep,HD-007,no,0,0,1,14749
LA,John LaBruzzo,R,Rep,HD-081,no,0,1,0,5281
NY,John McDonald,D,Rep,HD-108,yes,0,1,0,14207
NY,Angelo Santabarbara,D,Rep,HD-111,yes,0,0,1,14214
NY,Alicia Hyndman,D,Rep,HD-029,yes,0,1,0,17804
NY,Edward Braunstein,D,Rep,HD-026,yes,0,1,0,11102
NY,Thomas O'Mara,R,Sen,SD-058,yes,0,0,1,1354
NY,Rachel May,D,Sen,SD-048,yes,0,1,0,20169
NY,James Tedisco,R,Sen,SD-044,yes,0,0,1,1389
NY,Joseph Addabbo,D,Sen,SD-015,yes,0,1,0,1402
NY,Robert Ortt,R,Sen,SD-062,yes,0,1,0,16693
ME,Ann Peoples,D,Rep,HD-035,no,0,1,0,8877
ME,Linda Sanborn,D,Sen,SD-030,no,0,0,1,8896
ME,Randall Greenwood,R,Rep,HD-056,yes,0,0,1,17214
NY,Aravella Simotas,D,Rep,HD-036,no,0,1,0,11328
NY,Aileen Gunther,D,Rep,HD-100,no,0,1,0,1312
NY,Kenneth Zebrowski,D,Rep,HD-096,no,0,1,0,1400
MD,Sandy Bartlett,D,Rep,HD-032,yes,0,1,0,20589
NY,Michael Simanowitz,D,Rep,HD-027,no,0,1,0,13335
NY,Carrie Woerner,D,Rep,HD-113,yes,0,1,0,16761
NY,Anthony Palumbo,R,Sen,SD-001,yes,0,0,1,16117
NY,Nily Rozic,D,Rep,HD-025,yes,0,0,1,14213
NY,Mark Johns,R,Rep,HD-135,no,0,0,1,11103
NY,Latoya Joyner,D,Rep,HD-077,no,0,1,0,17372
NY,Ron Castorina,R,Rep,HD-062,no,0,0,1,17940
NY,Christine Pellegrino,D,Rep,HD-009,no,0,1,0,19393
NY,Francisco Moya,D,Rep,HD-039,no,0,1,0,11324
NY,Kimberly Jean-Pierre,D,Rep,HD-011,no,0,1,0,17165
NY,Anthony Brindisi,D,Rep,HD-119,no,0,1,0,13331
NY,Peter Abbate,D,Rep,HD-049,no,0,1,0,1254
NY,Philip Palmesano,R,Rep,HD-132,yes,0,0,1,11325
NY,Dan Quart,D,Rep,HD-073,no,0,0,1,13505
NY,Harry Bronson,D,Rep,HD-138,yes,0,1,0,11313
NY,Dean Murray,R,Sen,SD-003,yes,0,0,1,2377
NY,Rodneyse Bichotte Hermelyn,D,Rep,HD-042,yes,0,1,0,17551
NY,Mary Walsh,R,Rep,HD-112,yes,0,0,1,19198
NY,Edward Ra,R,Rep,HD-019,yes,0,0,1,11326
NY,Phillip Steck,D,Rep,HD-110,yes,0,1,0,14218
NY,Angelo Morinello,R,Rep,HD-145,yes,0,0,1,19136
NY,Donna Lupardo,D,Rep,HD-123,yes,0,1,0,1337
NY,Melissa Miller,R,Rep,HD-020,no,0,0,1,19033
NY,Sean Ryan,D,Sen,SD-061,yes,0,1,0,13334
NY,Patrick Gallivan,R,Sen,SD-060,yes,0,0,1,11331
NY,Didi Barrett,D,Rep,HD-106,yes,0,1,0,13946
NY,Pamela Hunter,D,Rep,HD-128,yes,0,1,0,17792
NY,Brian Barnwell,D,Rep,HD-030,no,0,0,1,18602
NY,Rebecca Seawright,D,Rep,HD-076,yes,0,1,0,17439
NY,Stacey Pheffer Amato,D,Rep,HD-023,yes,0,1,0,18775
NY,Patricia Ritchie,R,Sen,SD-048,no,0,0,1,11604
NY,Peter Harckham,D,Sen,SD-040,yes,0,1,0,20263
NY,Andrew Gounardes,D,Sen,SD-026,yes,0,1,0,20262
NY,Jessica Ramos,D,Sen,SD-013,yes,0,1,0,20156
NY,Jamaal Bailey,D,Sen,SD-036,yes,0,1,0,18950
NY,Jose Serrano,D,Sen,SD-029,yes,0,1,0,1450
NY,Toby Stavisky,D,Sen,SD-011,yes,0,1,0,1456
NY,Alessandra Biaggi,D,Sen,SD-034,no,0,1,0,20151
NY,Roxanne Persaud,D,Sen,SD-019,yes,0,1,0,17552
NY,James Sanders,D,Sen,SD-010,yes,0,1,0,14669
NY,Simcha Felder,D,Sen,SD-022,yes,0,1,0,14666
NY,Pamela Helming,R,Sen,SD-054,yes,0,0,1,18241
NY,Raymond Walter,R,Rep,HD-146,no,0,0,1,13685
NY,Steven Otis,D,Rep,HD-091,yes,0,1,0,14210
NY,Marcos Crespo,D,Rep,HD-085,no,0,1,0,1287
NY,Steven Cymbrowitz,D,Rep,HD-045,no,0,1,0,1290
KY,Lindsey Burke,D,Rep,HD-075,yes,0,0,0,23621
MD,Jessica Feldmark,D,Rep,HD-012,yes,0,0,0,20860
KY,Robert Duvall,R,Rep,HD-017,yes,0,0,0,23562
ME,Richard Malaby,R,Rep,HD-136,no,0,0,0,10353
ME,Michael Devin,D,Rep,HD-090,no,0,0,0,15889
NY,Maritza Davila,D,Rep,HD-053,yes,0,0,0,16097
UT,Brad Wilson,R,Rep,HD-015,no,0,0,0,11716
IL,Kirk Dillard,R,Sen,SD-024,no,0,0,0,1086
NY,Inez Dickens,D,Rep,HD-070,no,0,0,0,18942
VA,Gregory Habeeb,R,Rep,HD-008,no,0,0,0,11024
ME,Lloyd Herrick,R,Rep,HD-073,no,0,0,0,17584
WV,Gerald Crosier,D,Rep,HD-026,no,0,0,0,23
UT,Paul Ray,R,Rep,HD-013,no,0,0,0,8129
SD,Dean Schrempp,D,Rep,HD-028A,no,0,0,0,8267
NY,Daniel O'Donnell,D,Rep,HD-069,no,0,0,0,1353
SD,Jim Hundstad,D,Sen,SD-002,no,0,0,0,8232
MD,Adrienne Jones,D,Rep,HD-010,yes,0,0,0,4607
ME,John DeVeau,R,Rep,HD-149,no,0,0,0,21200
UT,Eric Hutchings,R,Rep,HD-038,no,0,0,0,8149
UT,Derek Brown,R,Rep,HD-049,no,0,0,0,11721
UT,Larry Wiley,D,Rep,HD-031,no,0,0,0,8116
ME,Timothy Roche,R,Rep,HD-007,no,0,0,0,22719
KY,Scott Lewis,R,Rep,HD-014,yes,0,0,0,20373
ID,Tom Trail,R,Rep,HD-006A,no,0,0,0,8067
UT,Roger Barrus,R,Rep,HD-018,no,0,0,0,8155
UT,John Mathis,R,Rep,HD-055,no,0,0,0,8179
UT,Kay McIff,R,Rep,HD-070,no,0,0,0,8121
ID,Patrick Takasugi,R,Rep,HD-010A,no,0,0,0,8064
NY,Steven McLaughlin,R,Rep,HD-107,no,0,0,0,11322
UT,Dean Sanpei,R,Rep,HD-063,no,0,0,0,12726
NY,Robert Rodriguez,D,Rep,HD-068,no,0,0,0,11106
TN,Edward Jackson,R,Sen,SD-025,yes,0,0,0,17913
TN,Ken Yager,R,Sen,SD-012,yes,0,0,0,7271
ID,Jim Patrick,R,Sen,SD-025,no,0,0,0,8048
ME,Kenneth Fredette,R,Rep,HD-033,yes,0,0,0,10338
UT,Curtis Oda,R,Rep,HD-014,no,0,0,0,8114
IL,John Jones,R,Sen,SD-054,no,0,0,0,1109
IL,Mike Jacobs,D,Sen,SD-036,no,0,0,0,1099
UT,Val Peterson,R,Rep,HD-056,yes,0,0,0,11900
IL,Randall Hultgren,R,Sen,SD-048,no,0,0,0,1101
MD,Christopher Bouchat,R,Rep,HD-005,yes,0,0,0,24711
UT,Lee Perry,R,Rep,HD-029,no,0,0,0,11882
ID,Phil Hart,R,Sen,SD-002,yes,0,0,0,8026
ME,Deborah Sanderson,R,Rep,HD-088,no,0,0,0,10370
